,Unnamed: 0.1,Unnamed: 0,PET,text,label,category,source,bibliography,country,euph_status
10,1125,1125,Retiro anticipado,"Por ese acuerdo él obtenía su [PET_BOUNDARY]Retiro anticipado[PET_BOUNDARY] y continuaba percibiendo altos haberes jubilatorios, con la posibilidad de retornar a su cargo cuando estuviera disponible.",1,Employment/Finances,REA (Corpes Siglo XXI),"Sapena Brugada, Rubén: La princesa triste del Mercado Cuatro. Asunción: Criterio Ediciones, 2010.",Paraguay,sometimes_euph
11,606,606,Pasar un buen rato,R. Hay muchas novelas que son aburridísimas y yo pienso que la literatura tiene que entretener y hacer [PET_BOUNDARY]Pasar un buen rato[PET_BOUNDARY] porque para agonía ya están los informativos. Si la gente se gasta dinero en un libro es para pasar un rato ameno. P. La crítica se refiere a este género como subgénero. ¿Por qué se mantiene esa idea?,0,Politics,REA (Corpes Siglo XXI),"Camacho, Nerea: «""La historia ha olvidado a las mujeres""». El País. Madrid: elpais.com, 2002-11-20",España,sometimes_euph
12,531,531,Hombre libre,"La actriz australiana Nicole Kidman está dedicada en ""cuerpo y alma"" al rodaje de su nueva película, The interpreter, y sin poder olvidar a su ex esposo Tom Cruise, quien vuelve a ser un [PET_BOUNDARY]Hombre libre[PET_BOUNDARY], señaló la revista española Semana. Para la publicación semanal, ""la verdadera razón de tanto trabajo y tan poco amor es que Nicole no ha podido olvidar a Tom Cruise"", quien terminó su romance con la actriz Penélope Cruz.",1,Politics,REA (Corpes Siglo XXI),"«Donde hubo fuego...». La Prensa de Honduras. San Pedro Sula: laprensahn.com, 2004-04-12",Honduras,sometimes_euph
13,1997,1997,Contratiempo,"Por ello, por la tarde, se completó un estudio tomográfico pormenorizado del abdomen, que dio pie a un inesperado, tenso e insólito [PET_BOUNDARY]Contratiempo[PET_BOUNDARY].",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Castro, Nelson: Secreto de Estado. Buenos Aires: Sudamericana, 2015.",Argentina,always_euph
14,229,229,Echar una mano,"Me podrías [PET_BOUNDARY]Echar una mano[PET_BOUNDARY] para armar las bandejas, pero eres Hoja-floja (sólo ruidos, Quena no habla en un tono dramático, sino cotidiano, explicando una situación). ¡Despiértate Aurora! (asustándola, se ríe). Este es el primer cajón y éste es el segundo cajón, me entendí, mueve la cabeza cuando yo pase mis manos por el segundo cajón que es el importante, (ejercita y dice lentamente) primer cajón, segundo cajón, ya poli, di poli Aurora que éste es, no veí que estoy pasando la manos por el segundo, a ver... (pausa) Primer cajón, segundo cajón, no poh Aurorita viste que así no se puede.",1,Politics,REA (Corpes Siglo XXI),"Moreno Jashés, Alejandro: «La mujer gallina». La mujer gallina seguida de Todos saben quién fue y Sala de urgencia. Providencia: Ciertopez, 2004",Chile,always_euph
15,542,542,Sensible,Raquel: Lo que pasa es que me va a llegar la regla y me pongo [PET_BOUNDARY]Sensible[PET_BOUNDARY]. David: ¿Y te va a llegar hoy día?,1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Lillo, Daniella: Con flores amarillas. Chile: archivodramaturgia.cl, 2001",Chile,sometimes_euph
16,2659,2659,Humedad,Una gota de sudor se desliza por su nariz. La seca con su boina vasca y comienza a cubrir el cadáver con tierra. El calor y la [PET_BOUNDARY]Humedad[PET_BOUNDARY] del ambiente le pegan la ropa a la piel. Sus botas están manchadas de lodo hasta el alto de la caña. Reza un padrenuestro mientras cumple su expiación. Apenas percibe el zumbar de los insectos sobre su cabeza y los estremecimientos de la pala al chocar contra las piedras sueltas entre la tierra.,0,Bodily functions/parts,REA (Corpes Siglo XXI),"Rubiano Vargas, Roberto: El anarquista jubilado. Bogotá: Planeta Colombiana, 2001.",Colombia,sometimes_euph
17,2887,2887,Ocultismo,"Para muchos el Manga y el Anime son una obra digna someterse a fuertes procesos de censura hasta hacerla desaparecer, porque generalmente se cataloga a esta expresión artística de estar cargada de perversión y [PET_BOUNDARY]Ocultismo[PET_BOUNDARY]. Aunque muchos ""otakus"" lo nieguen, no deja de ser en parte verdad. Podemos citar X de estudios Clamp, o Tokyo Babilon, y Angel Santuary, pero eso es punto aparte.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"«texto: animefanatik». Art Studio Magazine. San José: Costa Rica, 2004-03-03.",Costa Rica,always_euph
18,784,784,Sin techo,"Un violín y una guitarra, a veces una flauta o solo una acordeón destejen la telaraña de la prisa y el ruido en esa otra Nueva York, la subterránea, la de los trenes de 24 horas, la de las ratas y de los [PET_BOUNDARY]Sin techo[PET_BOUNDARY] en invierno. Es la ciudad del 'subway' (el tren subterráneo), que ya celebró sus 100 años.",1,Employment/Finances,REA (Corpes Siglo XXI),"Imbaquingo Revelo, Olga: «Nueva York tiene mucha vida bajo el asfalto». elcomercio.com. Quito: elcomercio.com, 2005-06-18",Ecuador,sometimes_euph
19,1099,1099,Condición especial,"La enfermedad puede llevar al niño al hospital y llevarlo a tener una [PET_BOUNDARY]Condición especial[PET_BOUNDARY], una experiencia particular, nueva, que involucra su salud y su vida en general.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Silva Panez, Giselle: Las vivencias de los niños hospitalizados desde sus dibujos y testimonios: un estudio cualitativo con enfoque de resiliencia y los derechos del niño hospitalizado. Lima: Fundación Telefónica IEP, 2012.",Peru,sometimes_euph
20,2550,2550,Ventana de oportunidad,"De acuerdo a la directora del programa, a través de la experiencia obtenida con el programa y los proyectos RNR, es posible proyectar una [PET_BOUNDARY]Ventana de oportunidad[PET_BOUNDARY] para el desarrollo de negocios biotecnológicos en nuestro país. La condición de país primario exportador, exige una integración rápida de este tipo de enfoques como estrategia para dar mayor valor agregado a nuestros productos, asegurando y proyectando el buen posicionamiento alcanzado.",1,Employment/Finances,REA (Corpes Siglo XXI),"«Programa Genoma en Recursos Naturales Renovables. Es tiempo de cosechar». Revista ciencia y tecnología. Santiago de Chile: conicyt.cl, 2005-12.",Chile,sometimes_euph
21,1806,1806,Estudio,"¿Cómo podemos explicarnos este Rojas inmerso en el mundo del simbolismo y en posesión de las técnicas impresionistas? Alberto Junyent, en su acuciosa biografía del artista (1973), afirma que nuestro pintor llegó a tener contacto con los simbolistas a través de Emilio Boggio y que, incluso, fue amigo de Paul Serusier 1864-1927), quien también [PET_BOUNDARY]estudió[PET_BOUNDARY] en la Academia Julian. De ser cierto lo que dice el crítico, es muy posible que esta haya sido la vía por la cual llegaron a Rojas las orientaciones, tanto del simbolismo como del impresionismo",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Noriega, Simón: Venezuela en sus artes visuales. Mérida: Ediciones Puerta del Sol, 2001",Venezuela,sometimes_euph
22,1356,1356,Interno,"Pasaron cerca de mí tres minutos mas tarde y antes de tenerla cerca, la pude ver cuan grandiosa y bella era, enmarcada por la noche clara que la dibujaba nítida y radiante a pesar de su carácter estoico y demasiado formal para su edad. No recuerdo exactamente que le dije, pero si estoy seguro que era salido de lo mas [PET_BOUNDARY]Interno[PET_BOUNDARY]de mi corazón ferviente y de lo mas sentido de mis deseos de amarla. Mis palabras fueron como un desafío brotado de lo más intrincado de su corazón; como el esperar durante mucho tiempo un momento culminante para descargar todo un interior borrascoso que la ahogaba; como despertar de un letargo premeditado y lanzarse por fin a aniquilar a una víctima escogida.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Espinosa, Fernan: Mi vida por un libro.Colombia: Editorial Impresos Josmar, 2001",Colombia,sometimes_euph
23,2639,2639,Retiro voluntario,"Entonces comenzó la parte más enigmática de la historia de Bobby. Estando en la cima de su carrera simplemente desapareció. Cuando en 1975 no se presentó a defender su título ante el soviético Anatoli Karpov fue destronado. Entonces comenzaron casi dos décadas de [PET_BOUNDARY]Retiro voluntario[PET_BOUNDARY] y silencio casi total, interrumpidas sólo en 1977, año en que aceptó jugar contra un computador del Massachussets Institute of Technology y en 1981, cuando en un extraño episodio fue arrestado durante algunas horas como sospechoso de robar un banco.",1,Employment/Finances,REA (Corpes Siglo XXI),"«Jaque mate». Semana. Bogotá: semana.com, 2004-07-25.",Colombia,sometimes_euph
24,1029,1029,Desviar fondos,"Antoni Roig, el administrador de Stone UP, disfrutó también de estas prebendas de Cogul por ser la pareja de Alsina y por colaborar en [PET_BOUNDARY]Desviar fondos[PET_BOUNDARY] públicos del Consorcio. Roig, militante de Unió desde 1993, se enfrenta a seis años y y ochos meses de prisión por los delitos de malversación y falsedad documental.",1,Politics,REA (Corpes Siglo XXI),"«Las prebendas de Cogul». ABC.es. Madrid: abc.es, 2005-04-17",España,always_euph
25,476,476,Esta entre nosotros,"Finalmente, también dejaré de lado aspectos de la vida de John Finnis que podrían hacerlo sonrojar. Pues una cosa es escribir sobre alguien que no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY] y otra distinta hacerlo sobre alguien que sí lo está —en este caso, en el doble sentido de que, felizmente, está vivo y de que está presente en el auditorio, en primera fila—. Un contraste iluminador lo dan las dos principales biografías del director de tesis de Finnis.",0,Politics,REA (Corpes Siglo XXI),"Legarre, Santiago: «Apuntes para una biografía intelectual de John Finnis». Etcheverry, Juan B. [ed.]: Ley, moral y razón. Estudios sobre el pensamiento de John M. Finnis a propósito de la segunda edición de ""Ley natural y derechos naturales"". México D. F: Universidad Nacional Autónoma de México, 2013",Argentina,sometimes_euph
26,1422,1422,Interrupción voluntaria,"Con la aprobación congresional del nuevo Código Penal, que mantiene y agrava la penalización del aborto, la República Dominicana ha perdido una oportunidad histórica de proteger los derechos de la mujer y adscribirse al conjunto de naciones civilizadas que permite legalmente la [PET_BOUNDARY]Interrupción voluntaria[PET_BOUNDARY] del embarazo. De este modo, seguirán realizándose, en condiciones de salubridad que ponen en peligro la vida y la salud de más de 85,000 mujeres al año, abortos que sólo las mujeres de estratos sociales superiores podrán llevar a cabo con seguridad (e impunidad) para ellas.",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Prats, Eduardo Jorge: «El derecho al aborto». Hoy digital. Santo Domingo: hoy.com.do, 2006-08-18",Republica Dominicana,always_euph
27,2402,2402,Desfavorecidos,Drenándose con ello las posibilidades de desarrollo económico de estos espacios así como la inserción social de los sectores más [PET_BOUNDARY]Desfavorecidos[PET_BOUNDARY] del campesinado.,1,Employment/Finances,REA (Corpes Siglo XXI),"Gallego Martínez, Domingo: Más allá de la economía de mercado. Los condicionantes históricos del desarrollo económinco. Madrid: Marcial Pons Ediciones de Historia, Prensas Universitarias de Zaragoza, 2007.",España,always_euph
28,1696,1696,Teatro de operaciones,"«Dejadlos morir, son nuestros enemigos», advierte un soldado mientras el doctor Trivedi, del V batallón de la I División del Cuerpo de Marines intenta salvar la vida de los iraquíes que habían tendido una emboscada al teniente Therell Childers, de 30 años, caído en combate durante las primeras incursiones aliadas en el [PET_BOUNDARY]Teatro de operaciones[PET_BOUNDARY]. «Como yo lo veo, hemos perdido una vida, ahora intentamos salvar otras. La vida es la vida, sea cual sea el uniforme», asegura este médico, nacido hace 28 años en Pennsylvania. Sin embargo, su visión no es compartida por todos los soldados del batallón. Hay quien se atreve a asegurar que, si el médico sirviera en su unidad, no le habría permitido reincorporarse al grupo después de ayudar a un enemigo que combate con fiereza y que utiliza técnicas de guerrilla alejadas de los convencionalismos que esperaban las fuerzas estadounidenses.",1,Politics,REA (Corpes Siglo XXI),"Malam, Daniel: «Curar al enemigo: el dilema de los médicos aliados». La Razón. Madrid: Grupo Planeta, 2003-04-01",España,sometimes_euph
29,2797,2797,Castidad,"Dicho de otro modo, los distintos niveles de conciencia que provoca conocer que mientras su amiga agasajará en la fiesta a la Font como una bienvenida más al grupo, otra empática BoBo con que compartir lugares de retiro espiritual aquí en el mismísimo Fresy Cool, Madrizentro, en realidad son perfectamente conscientes de que entre ellos no hay más que vicio, vida en pecado, libertinaje, sodomía, ofender a Dios, quebrantar cinturones de [PET_BOUNDARY]Castidad[PET_BOUNDARY] y paidofilia, pero esto es sólo sostenido por un marginal foco de defensa al carlismo de los sentimientos, a lo cual en Chief se suma su pregunta de si la Font sospechará que las amigas pleonásmicas sospecharán la peripecia común, de tal modo que será acosada con miradas de basilisco y quién sabe si envidia malsana, aunque también, y esto es lo que a Moschino le hace dar palmas, como el Gran Juguete Erótico de nuestro personaje.",1,Sexual Activity,REA (Corpes Siglo XXI),"Rodríguez Soria, Antonio José: Fresy Cool. Barcelona: Random House Mondadori, 2012.",España,always_euph
30,1659,1659,Material de doble uso,"""Hoy con revueltas, y ayer sin revueltas, no deberían haber sido destinos de armas españolas o de [PET_BOUNDARY]Material de doble uso[PET_BOUNDARY] español, no hay forma de matizarlo"", agregó Jesús Núñez, del Instituto de Estudios sobre Conflictos y Acción Humanitaria, que ha elaborado un informe correspondiente a las cifras de ventas durante el primer semestre de 2010.",1,Politics,REA (Corpes Siglo XXI),"«Amnistía Internacional denuncia la venta española de armas al norte de África». El Mundo.es. Madrid: elmundo.es, 2011-02-25.",España,always_euph
31,277,277,Problemas de audición,"Estos mitos ocasionan que sólo uno de cada tres personas acudan con los especialistas para atenderse los [PET_BOUNDARY]Problemas de audición[PET_BOUNDARY], lo que agrava su situación de sordera y comprensión con el paso del tiempo. Si tiene duda de su nivel de audición visite la página www.comaudi.com",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Sola, Berta: «Mitos y realidades de los aparatos auditivos».México D. F.: 2013-01-03",Mexico,always_euph
32,2301,2301,Geriátrico,"En diciembre del 2010, Geraldine pasó a mejor vida en un [PET_BOUNDARY]Geriátrico[PET_BOUNDARY] de Michigan.",1,Death,REA (Corpes Siglo XXI),"«El último remache». Página/12. Radar. Rosario: pagina12.com.ar/diario/suplementos/radar, 2011-01-09.",Argentina,always_euph
33,2566,2566,Ventana de oportunidad,"En este plano, se destaca un aspecto clave del proyecto y que puede explicar la celeridad -para algunos productores, excesiva- que muestran sus ejecutores. Según explicó Puntigliano, el proyecto Aratirí tiene sentido en la medida en que se logre poner en operación en 2014, pues en ese momento habrá en el mundo una [PET_BOUNDARY]Ventana de oportunidad[PET_BOUNDARY] en el mercado del hierro a nivel mundial, con una brecha notoria (y más bien circunstancial) entre demanda y oferta. Esto brinda una oportunidad a la explotación de hierro en Uruguay, que es una zona marginal a nivel mundial. ""Habrá una gran demanda de hierro y no mucha producción agregada"", explicó el Country Manager para Uruguay.",1,Politics,REA (Corpes Siglo XXI),"Lussich, Nicolás: «Movimientos en el subsuelo». El Pais. Agropecuario. Montevideo: elpais.com.uy, 2010-04-28.",Uruguay,sometimes_euph
34,2877,2877,Ocultismo,"Si ustedes son aficionados al mundo del [PET_BOUNDARY]Ocultismo[PET_BOUNDARY], el nombre de Blavatsky no les sonará extraño. A quien no tenga estas aficiones se la presento: es la médium que más ha influido en el desarrollo del esoterismo moderno. Taimada y vieja ocultista, fundó el movimiento orientalista conocido como ""teosofía"" en las difíciles épocas del independentismo hindú, y se convirtió en la gurú mas controvertida de todos los tiempos. Su legado escrito, gruesos e infumables volúmenes como La Doctrina Secreta, su gran obra, han sido y son fuente de inspiración para muchos pseudoideólogos y ocultistas de diverso pelaje.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Sabadell, Miguel Ángel: El hombre que calumnió a los monos. Madrid: Acento, 2003.",España,always_euph
35,2216,2216,Cambio de estilo de vida,"El [PET_BOUNDARY]Cambio de estilo de vida[PET_BOUNDARY], difícil de obtener, debe ser el objetivo final de todo tratamiento, lo que significa un correcto manejo de la carga laboral, del tiempo y del dinero.",1,Employment/Finances,REA (Corpes Siglo XXI),"Román, Valeria: «El estrés laboral favorece la arterioesclerosis y los infartos». Clarín.com. Buenos Aires: clarin.com, 2008-05-19.",Argentina,always_euph
36,2229,2229,Mentira blanca,"Ella dejó a su marido años atrás por borracho, mujeriego y jugador ""por ser Jorge Negrete, básicamente"" y ha criado a sus hijos bajo una [PET_BOUNDARY]Mentira blanca[PET_BOUNDARY] y moralina (el noble padre fallecido) pero también con una verdad irrebatible y palpable.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Diezmartínez, Ernesto: «Una película de la Época de oro dinamitó las convenciones de género». Letras Libres. letraslibres.com: https://letraslibres.com/cine-tv/una-pelicula-de-la-epoca-de-oro-dinamito-las-convenciones-de-genero/, 2018-03-26.",Mexico,always_euph
37,770,770,Sin techo,"El distrito Centro tiene una gran concentración de la denominada población de riesgo de padecer tuberculosis, fundamentalmente inmigrantes, enfermos de sida y personas [PET_BOUNDARY]Sin techo[PET_BOUNDARY], según destacaron José Ignacio Echániz y Simón Viñals, en el transcurso del acto, al que también asistió el director territorial del Insalud, Albino Navarro. Además, el concejal de Salud del Ayuntamiento de Madrid incluyó los distritos de Latina y Chamberí (todos del Área sanitaria 7) como zonas de riesgo, de acuerdo con los datos recogidos durante la primera fase del Programa Regional de Prevención (1996-1999). El edil destacó también que, en 1999, la media de casos en la capital superó en 1,3 puntos la registrada en el resto de la Comunidad, con 27,3 por cien mil habitantes.",1,Politics,REA (Corpes Siglo XXI),"Asenjo, Milagros: «El distrito Centro dobla la media regional de enfermos de tuberculosis». ABC. Madrid: abc.es, 2001-09-13.",España,sometimes_euph
38,653,653,Contar un cuento,"El archipiélago británico incluye a otras islas internas y externas: la Escocia de Alisdair Gray, el País de Gales de Bruce Chatwin, la Irlanda de Edna O'Brien y hasta el Japón de Katzuo Ishiguro. No habría novela norteamericana para ampliar la diversificación cultural, racial y de género, sin la afroamericana Toni Morrison, sin la cubano-americana Cristina García, sin la méxico-americana Sandra Cisneros, sin la indoamericana Louise Erdrich o sin la sinoamericana Amy Tan: Cherezadas modernas todas ellas, que al [PET_BOUNDARY]Contar un cuento[PET_BOUNDARY] cada noche, aplazan nuestra muerte cada día...",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Fuentes, Carlos: En esto creo. Barcelona: Seix Barral, 2002",Mexico,always_euph
39,463,463,Esta entre nosotros,"Sin despreciar lo técnico incorporo todo lo aprendido en la reflexión como búsqueda del sentido, parafraseando a Víctor Frankl. También lo aprendido de mis compañeros de la Sociedad Argentina de Medicina Antropológica, fundada por mi amigo y maestro, el Dr. Marcos Meeroff -quien desafortunadamente ya no [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY], al menos físicamente-, que impulsa una medicina que contempla al paciente en forma holística, como un ser humano sómato-psico-social.",1,Death,REA (Corpes Siglo XXI),"Maglio, Paco: La dignidad del otro. Puentes entre la biología y la biografía. Buenos Aires: Libros del Zorzal, 2008",Argentina,sometimes_euph
40,1202,1202,Ser pasivo,"Tabaquismo puede [PET_BOUNDARY]Ser pasivo[PET_BOUNDARY] por causa de padres fumadores.
",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Sarmiento, Olga Lucía: «Nivel de tabaquismo infantil en Colombia es elevado, según reporte de Encuesta Mundial». El Tiempo.com. Bogotá: eltiempo.com, 2008-07-22.",Colombia,sometimes_euph
41,1633,1633,Échale ganas,"Completamente de acuerdo, cuando vivimos con depresión, ese [PET_BOUNDARY]Échale ganas[PET_BOUNDARY] es peor, mejor es que esa gente que no entiende se mantenga alejada porque muchas veces te hunden más. Se trata de acompañar, escuchar, no juzgar y en todo caso dar opciones para tratar con especialista",1,Physical/Mental Attributes,Twitter,@ArqGarcia_dA. (s.f.). Twitter. https://twitter.com/ArqGarcia_dA/status/1667348409752190979,Mexico,sometimes_euph
42,1959,1959,Material sensible,"Científicos de la Universidad de Alicante (UA) han desarrollado un fotopolímero [PET_BOUNDARY]Material sensible[PET_BOUNDARY] a la luz biodegradable y compatible con el medio ambiente para utilizarlo en la fabricación de memorias holográficas que, en un futuro, sustituirán a los actuales CD y DVD.",0,Substances,REA (Corpes Siglo XXI),"«Científicos desarrollan un material biodegradable para fabricar DVDs». ABC.es. Madrid: abc.es, 2007-07-18.",España,sometimes_euph
43,2394,2394,Desfavorecidos,"La recién nombrada titular de la Secretaría de Economía participará en la discusión sobre políticas, prácticas y asociaciones, necesarias para acortar las desigualdades que ahora con la pandemia de COVID-19 se han ampliado, con repercusiones desproporcionadas para los grupos [PET_BOUNDARY]Desfavorecidos[PET_BOUNDARY] y las minorías.",1,Employment/Finances,REA (Corpes Siglo XXI),"HERNÁNDEZ, LETICIA: «Tatiana Clouthier participará en panel del WEF 2021». EL FINANCIERO. CDMX: elfinanciero.com.mx, 2021-01-22.",Mexico,always_euph
44,2292,2292,Desproporcionado,Esta suma parecía [PET_BOUNDARY]desproporcionada[PET_BOUNDARY] para la capacidad del mercado y se optó por dividirla en dos partes.,0,Employment/Finances,REA (Corpes Siglo XXI),"«""llevaban la firma del Ministro de Chile en Londres lo que les da, a los ojos de los tenedores, un carácter especial""». Bicentenario. Revista de Historia de Chile y América. Santiago de Chile: Centro de Estudios Bicentenario, 2002-07-03.",Chile,sometimes_euph
45,1748,1748,Autocracia,"El fracaso de la rebelión cívico castrense que el jueves estableció una Administración provisional en Venezuela demostró que la proclamada caída en picado de la popularidad de Hugo Chávez entre los suyos tuvo mucho de espejismo. No significó, desde luego, la pasividad de los cuarteles y de los pobres, mayoría en el padrón electoral, frente a la [PET_BOUNDARY]Autocracia[PET_BOUNDARY] y la disolución de todos los poderes públicos decretados por el empresario Pedro Carmona, 'el clásico plutócrata nacional', según portavoces oficiales. La toma del palacio de Miraflores por la muchedumbre chavista y militares afectos a la Constitución Bolivariana fue clave en la derrota del golpe.",1,Politics,REA (Corpes Siglo XXI),"Aznarez, Juan Jesús: «'¡Que vuelven los de siempre!'». El País.Madrid: elpais.com, 2002-04-15",España,always_euph
46,1324,1324,Sanitario,"El gobierno holandés evaluó su política interna sobre drogas y aunque encontró algunos factores secundarios negativos, ratificó las líneas generales que han tenido siempre el objetivo más modesto: mantener bajo control o hacer controlable el consumo de drogas de riesgo como problema [PET_BOUNDARY]Sanitario[PET_BOUNDARY] y social. Por consiguiente, la política sobre las drogas ha sido diferenciada en Holanda según el grado de gravedad del daño de salud potencial que se origina con el uso o abuso de las drogas en cuestión.",0,Politics,REA (Corpes Siglo XXI),"Salazar Jaramillo, Alonso: Drogas y narcotráfico en Colombia. Bogotá: Planeta Colombiana, 2001",Colombia,sometimes_euph
