,Unnamed: 0.1,Unnamed: 0,PET,text,label,category,source,bibliography,country,euph_status
10,2663,2663,Humedad,"Ella, dócil, se dejó hacer. Pero vio sus ojos azules muy cerca de los suyos, con una fijeza que lo descontroló. Sin embargo, mejor que convencerla de que «no son los trabajadores sino el Partido único, una minoría rectora, privilegiada y despótica, el que detenta el poder», era la sensación de la [PET_BOUNDARY]Humedad[PET_BOUNDARY] y el calor de su boca, lo delicado de sus labios y de su piel. Era tan maravilloso lo que vivía que olvidó lo demás y se perdió en el sortilegio de la belleza de Marketa.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Guzmán, Humberto: Los extraños. México D. F.: Tusquets Editores, 2001.",Mexico,sometimes_euph
11,1527,1527,Alma libre,"""¿Nos escapamos?"" le decía yo, y él, tan guapo, me decía: ""Como quieras"". A mí entonces eso me resultaba la respuesta de un [PET_BOUNDARY]Alma libre[PET_BOUNDARY], de un ser sin preocupaciones, de un tipo duro, de un motero abierto al mundo y nihilista.",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Huerta, Màxim: Que sea la última vez que me llamas Reina de la Tele. Madrid: Ediciones Martínez Roca, 2009.",España,always_euph
12,1630,1630,Ponerse la camiseta,[PET_BOUNDARY]Ponerse la camiseta[PET_BOUNDARY] de la empresa es quitarte la tuya.,1,Employment/Finances,Twitter,@BobbyVivers. (s.f.). Twitter. https://twitter.com/BobbyVivers/status/1666093689448595457,Mexico,sometimes_euph
13,1443,1443,Silenciar,"Hasta que Mefi viene a cobrarse el favor. El ahora empresario Juan debe aceptar un par de socios asignados por su viejo amigo. Y con ellos, a unos métodos algo más que espúreos. Los socios le han propuesto a Juan una participación en un negociado turbio, Juan ha aceptado, y a la hora de [PET_BOUNDARY]Silenciar[PET_BOUNDARY] a un testigo-chantajista no duda en condonar su tortura y hasta su ejecución a sangre fría y a quemarropa.",1,Politics,REA (Corpes Siglo XXI),"Kohon, David José: «El agujero en la pared». Film [on line]. Buenos Aires: filmonline.com.ar, 2003-07-03",Argentina,sometimes_euph
14,912,912,Impotencia,"Su insistencia y ruegos para que marchara con él, comenzaban en la mañana y cesaban con el cansancio del anochecer, poniéndome tan triste, que a veces terminaba por llorar ante la [PET_BOUNDARY]Impotencia[PET_BOUNDARY] y falta de valor para tomar una decisión que podría significar mi entera felicidad, con una vida tranquila y hogareña, compartiendo la rutina diaria de una familia unida y feliz, pero mi compromiso, o tal vez llámese ambición, de seguir adelante, de escalar mas posiciones, de culminar muy alto y no perder el poder, pesaban en ese instante mucho mas, aún sabiendo positivamente que, en el aspecto sentimental, perdería lo que llamamos felicidad conyugal, que incluía hacer el amor hasta temblar toda y perder la conciencia en brazos de Olaf, cosa que siempre consideré la mejor parte.",0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Pedraza Pérez del Castillo, Pilar: Mujer escorpión. Novela inédita. La Paz: s. n., 2001",Bolivia,sometimes_euph
15,422,422,Persona grande,"De no haberse producido la separación entre esposos, con toda seguridad el amo de La Odalisca no hubiera permitido que me sentara en el comedor pues todavía carecía de la edad apropiada. Pero mi solitaria madrastra -adicta a todas las reglas de etiqueta- hizo excepción conmigo. No sólo me trataba como [PET_BOUNDARY]Persona grande[PET_BOUNDARY], de importancia, sino que -a mis tiernos ocho años- me sentó a su lado derecho en la magnífica mesa, al alcance de su delgada y acariciadora mano.",0,Politics,REA (Corpes Siglo XXI),"Mariátegui, Gonzalo: La virtud de Alexandra. Lima: FIMART, 2003",Peru,sometimes_euph
16,1013,1013,Luna de miel,"En 1956, la [PET_BOUNDARY]Luna de miel[PET_BOUNDARY] entre esos gigantes comunistas que eran China y la URSS recibió un dardo en el corazón. Jrushchov denunció las brutalidades del finado Stalin en un discurso",1,Politics,REA (Corpes Siglo XXI),"Barañao, Joaquín: Historia Universal Freak. Volumen II. Desde Napoleón hasta nuestros días, un relato histórico a través de 763 curiosidades. Santiago de Chile: Planeta, 2016.",Chile,always_euph
17,478,478,Esta entre nosotros,"[PET_BOUNDARY]Sí, el gobernador [PET_BOUNDARY]está entre nosotros[PET_BOUNDARY][PET_BOUNDARY], dijo Clemencia con orgullo pellizcando con cariño una de las mejillas de su marido.",0,Politics,REA (Corpes Siglo XXI),"Abad Londoño, María Isabel: Hotel París. Bogotá: Penguin Random House Grupo Editorial, 2017",Colombia,sometimes_euph
18,104,104,Amigos con derecho,"Fue entonces cuando el tal Absalón gritó [PET_BOUNDARY]me voy[PET_BOUNDARY], mareado e irascible, y puso un bultito de billetes nuevos sobre la mesa: ¡Abracadabra!, ¡pum! Un nuevo émulo vestido de punta en blanco cantaba, como si fuera la última vez, [PET_BOUNDARY]Amigos con derechos[PET_BOUNDARY] de Jhon Alex Castaño: [PET_BOUNDARY]Pa’ qué te digo que me enamoro si es mentira[PET_BOUNDARY] y [PET_BOUNDARY]son tantas las cosas ricas que quiero hacer contigo[PET_BOUNDARY] y [PET_BOUNDARY]amigos con derechos y cada quien para su casa[PET_BOUNDARY]. El amigote del muchacho de la droguería, [PET_BOUNDARY]Puentes, Coco Puentes[PET_BOUNDARY].",0,Employment/Finances,REA (Corpes Siglo XXI),"Silva Romero, Ricardo: Cómo perderlo todo. Bogotá: Penguin Random House Grupo Editorial, 2018",Colombia,sometimes_euph
19,555,555,Intercambio de fluidos,"Gracias a la trofalaxia, las termitas no sólo alimentan a las que no pueden hacerlo solas, sino que les transfieren los microorganismos que metabolizarán la indigerible celulosa. Además, gracias a este sistema, el [PET_BOUNDARY]Intercambio de fluidos[PET_BOUNDARY] constante entre todos los individuos mantiene un mapa del estado de las castas que será transmitido a la reina cuando es alimentada por las obreras. Si ha habido bajas importantes entre los soldados, por ejemplo, la reina lo detectará y segregará hormonas que determinen el desarrollo de las ninfas en soldados.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Rodríguez de la Fuente, Odile: «Los secretos de la reina». elmundo.es. Natura. Madrid: elmundo.es/suplementos/natura, 2006-04-08",España,sometimes_euph
20,2576,2576,Revisión estratégica,"La UE quiere liberalizar el sector y unificar la política energética. El pasado mes de marzo la Comisión Europea presentó el Libro Verde, un informe en el que se expone la visión de la estrategia energética para Europa y en el que se sientan las bases de una política común. Los objetivos principales del Libro Verde son crear un sistema asentado en el desarrollo sostenible, la competitividad y la seguridad del abastecimiento, para lo cual algunos países opinan que es necesario apoyarse en la energía nuclear. La Comisión propone que cada miembro presente una [PET_BOUNDARY]Revisión estratégica[PET_BOUNDARY] del sector en la UE atendiendo a cuestiones como la creación de un regulador de la energía o la elaboración de un Plan de Acción de eficiencia.",0,Employment/Finances,REA (Corpes Siglo XXI),"«El panorama europeo». Elmundo.es. Natura. Madrid: elmundo.es, 2006-04-08.",España,sometimes_euph
21,1548,1548,Muerte digna,"En el país no existe hoy una legislación particular para la limitación del esfuerzo terapéutico en casos de estado vegetativo permanente. Por ello, el 2 de mayo pasado Herbón denunció ante el Ministerio de Justicia y Derechos Humanos de la Nación que a su hija no se le permite una [PET_BOUNDARY]Muerte digna[PET_BOUNDARY].",1,Death,REA (Corpes Siglo XXI),"Magnani, Rocío: «El derecho a una muerte digna». Página/12. Rosario: pagina12.com.ar, 2011-08-04.",Argentina,sometimes_euph
22,2211,2211,Cambio de estilo de vida,"Esta operación conlleva riesgos, sacrificios y [PET_BOUNDARY]Cambio de estilo de vida[PET_BOUNDARY], pero se hace porque si el paciente se queda obeso va a morir joven.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Pimentel Muñoz, José: «Cirugía para obesos, más allá de lo estético». Hoy digital. Santo Domingo: hoy.com.do, 2004-09-20.",Republica Dominicana,always_euph
23,2474,2474,Ajuste de cuentas,"Palabras vanas. Ni él ni yo podíamos decidir sobre nuestro destino: tres días después lo hallaron muerto. Un lunes (hacia las dos de la madrugada) una enorme alacrana panzona lo emponzoñó. ¿Se trató de un [PET_BOUNDARY]Ajuste de cuentas[PET_BOUNDARY] entre arácnidos pulmonados o de un parricidio? No lo sé. Cuando veo al chico cerca de mí jugando con alambritos, prefiero dar un paseo.",1,Politics,REA (Corpes Siglo XXI),"Aridjis, Homero: La zona del silencio. México D. F.: Punto de Lectura, 2005.",Mexico,sometimes_euph
24,891,891,Impotencia,Las únicas respuestas que pudo brindar Alonso a los comentarios de su novia fueron expresivas sonrisas que denotaron a la vez resignación e [PET_BOUNDARY]Impotencia[PET_BOUNDARY]. El almuerzo fue largo y tedioso. Los dos palumbianos interrogaron sin pausa al tudesco sobre la segunda guerra mundial; Manfred fue muy feliz contestando todas las preguntas y rubricando sus respuestas con carcajadas y regüeldos. Las tres damas se aburrieron a muerte: Clara Inés con la más intachable discreción y las dos de casa bostezando,0,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Iriarte, Alfredo: Espárragos para dos leones. Barcelona: Ediciones del Bronce, 2001",Colombia,sometimes_euph
25,332,332,Trafico de influencias,"Esas eran las interrogantes que desde temprano se hacían fiscales y funcionarios del ente persecutor. Sin embargo, no fue hasta el mediodía que otra bomba, mucho más estruendosa, cayó en la capital de la Región de O’Higgins: el fiscal Sergio Moya, quien continuará a cargo de las pesquisas, ratificado por el fiscal nacional, Jorge Abbott, denunció a su jefe, Emiliano Arias, por cuatro hechos en los cuales lo vincula a un presunto [PET_BOUNDARY]tráfico de influencias[PET_BOUNDARY] y a una supuesta obstrucción la investigación.",1,Politics,REA (Corpes Siglo XXI),"Rivera, Víctor: «Emiliano Arias Madariaga, fiscal regional de O’Higgins: “Los que investigamos corrupción estamos expuestos a estas acusaciones”». La Tercera. 2019-04-19",Chile,always_euph
26,575,575,Buscar nuevos horizontes,"Guaros de Lara hizo el anuncio durante este fin de semana, que están analizando seriamente la opción de mover la franquicia de Barquisimeto. ""Nos sentimos solos en esta lucha. Hemos llevado con orgullo el gentilicio larense, pero al no obtener apoyo, estamos considerando [PET_BOUNDARY]Buscar nuevos horizontes[PET_BOUNDARY], señaló en comunicado oficial Carlos García.",0,Politics,REA (Corpes Siglo XXI),"«Se avizoran cambios de sedes». El universal.com. Caracas: eluniversal.com, 2008-06-01",Venezuela,sometimes_euph
27,1219,1219,Programa de recuperación,"Además, la gran mayoría de ellos son adictos a la droga y los albergues no están en condiciones para conservarlos porque no tienen un [PET_BOUNDARY]Programa de recuperación[PET_BOUNDARY].",1,Substances,REA (Corpes Siglo XXI),"«Niños cuentan sus experiencias en las calles de Ciudad del Este». Diario Digital Vanguardia. Ciudad del Este: diariovanguardia.com.py, 2011-07-04.",Paraguay,sometimes_euph
28,1612,1612,Buena presentación,(Visitado una pagina reclutadora) Requisitos de Trabajo: [PET_BOUNDARY]Buena presentación[PET_BOUNDARY]. Alta tolerancia a la frustación.,1,Employment/Finances,REA (Corpes Siglo XXI),@Nelliieta. (s.f.). Twitter. https://twitter.com/Nelliieta/status/306891550363877376,Mexico,sometimes_euph
29,923,923,Cita a ciegas,"»Ese martes no les conté nada porque entendí que si era un fiasco, les daba material para reírse demasiado. Además que las palabras chat, almas gemelas y [PET_BOUNDARY]Cita a ciegas[PET_BOUNDARY] me daba plancha hasta pronunciarlas. Sin contarle a nadie, imprimí la foto, escribí una carta explicando la situación y los datos de Beta71 y la dejé sobre mi velador, así ayudaba a los que investigaran mi muerte en caso de que todo saliera muy mal.",1,Death,REA (Corpes Siglo XXI),"Aldana, Claudia: Happy hour. Santiago de Chile: Planeta, 2003",Chile,sometimes_euph
30,1148,1148,Generosa cantidad,"Los monitores más comunes en Colombia son los de 14 y 15 pulgadas, y generalmente tienen precios inferiores a 280.000 pesos. Los de 17 pulgadas vienen ganado acogida gracias a la disminución en los precios, y son una buena opción, ya que ofrecen una [PET_BOUNDARY]Generosa cantidad[PET_BOUNDARY] de espacio en la pantalla.",0,Employment/Finances,REA (Corpes Siglo XXI),"Rojas, Carlos: «El monitor, una mirada en profundidad ». El Tiempo. Enter. Bogotá: eltiempo.com, 2002-12-01.",Colombia,sometimes_euph
31,323,323,Trafico de influencias,"La fiscalía atribuye a Tomás Gálvez los presuntos delitos de patrocinio ilegal, [PET_BOUNDARY]tráfico de influencias[PET_BOUNDARY] agravado, cohecho activo específico y organización criminal por el caso Los Cuellos Blancos del Puerto.",1,Politics,REA (Corpes Siglo XXI),«Poder Judicial rechazó pedido de Tomás Gálvez para anular su impedimento de salida del país». Perú 21. peru21.pe:  2020-09-28.,Peru,always_euph
32,2499,2499,Estrategia de salida,"Quien fuera gobernador por Tamaulipas reconoció que las perspectivas son, externas e internas, se requiere centrar los esfuerzos en diseñar una [PET_BOUNDARY]Estrategia de salida[PET_BOUNDARY]  a esta situación, cuyas concecuencias no deben ser de fatalidad; mejorar los mecanismos para el ánalisis de la realidad económica del país.",1,Employment/Finances,REA (Corpes Siglo XXI),"LOPEZ ZUÑIGA, NORBERTO: «Urge el PRI a Fox Salir del ""Atorón"" Económico Que se Aleje de Posiciones Voluntaristas». Excélsior. México D.F.: excelsior.com.mx, 2001-09-07.",Mexico,sometimes_euph
33,814,814,Planificación familiar,"Las estadísticas de [PET_BOUNDARY]Planificación familiar[PET_BOUNDARY] en nuestro país no cuentan con información completa debido a la ausencia de un sistema nacional de información, que incluya el servicio privado de salud, la venta de anticonceptivos a través de farmacias, encuestas de población y seguimiento de las usuarias.",1,Employment/Finances,REA (Corpes Siglo XXI),"Schiappacasse, Verónica ... [et al.]: Chile: Situación de la salud y los derechos sexuales y reproductivos. Santiago de Chile: Instituto Chileno de Medicina Reproductiva, Corporación de Saludy Políticas Sociales, 2003",Chile,always_euph
34,543,543,Sensible,"Por supuesto que, dada su violencia y la evidente influencia de las ideas de la Revolución Francesa, vía Haití; su insurrección si llevó a una alteración del orden. La presencia de influencias exógenas conllevó a la politización de los hechos y a la magnificación de este aspecto de la sublevación por parte de las autoridades locales, en un momento en el cual España era particularmente [PET_BOUNDARY]Sensible[PET_BOUNDARY] a las consecuencias políticas de la Revolución Francesa y se preocupaba constantemente por evitar una posible influencia de este proceso en sus reinos del Nuevo Mundo",0,Politics,REA (Corpes Siglo XXI),"Ortega Dávila, Gladys: «LA INSURRECCION DE JOSE LEONARDO CHIRINO (1795)». Pinto González, Teresa; Aguiar Fagundez, Mike [coords.]: Rebeliones, alzamientos y movimientos preindependentistas en Venezuela. Caracas: Ediciones de la Presidencia de la República, 2001",Venezuela,sometimes_euph
35,709,709,Pocos recursos,"— Muchos de estos juicios se deben a que los jueces declaran la inconstitucionalidad de ciertas normas que adopta el Ejecutivo. La culpa no es del jubilado que hace el juicio. Mi padre también hizo juicio. El problema es lo que le cuesta a la sociedad. Hay [PET_BOUNDARY]Pocos recursos[PET_BOUNDARY] y así, en lugar de ir a los que más necesitan, se benefician ciertos sectores. Esto debe resolverse.",0,Politics,REA (Corpes Siglo XXI),"«El cavallismo dice que no quiere privatizar la ANSeS ni el PAMI». Clarín. Buenos Aires: clarin.com, 2001-07-09",Argentina,sometimes_euph
36,2356,2356,No vidente,"Habríamos podido estar jugando a las cartas, leyendo o cualquier cosa, pero en presencia de un [PET_BOUNDARY]No vidente[PET_BOUNDARY], conversar era lo único que podíamos hacer sin levantar sospechas.",1,Bodily functions/parts,REA (Corpes Siglo XXI),"Mora Vargas, Albán: Cuaderno de rencores. San José: Editorial Costa Rica, 2005.",Costa Rica,always_euph
37,2169,2169,Salud íntima,"La doctora María Mercedes Pérez, ginecóloga infanto-juvenil y obstetra, eplica que la elevada mortalidad por cáncer de cuello uterino es una situación presente a nivel global, que pudiera ser diferente si cada mujer toma conciencia de su [PET_BOUNDARY]Salud íntima[PET_BOUNDARY] y asiste a consulta ginecológica para realizarse anualmente la citología o papanicolau.",1,Bodily functions/parts,REA (Corpes Siglo XXI),"«La citología anual puede evitar la muerte por Cáncer de Cuello Uterino». Últimas Noticias. Caracas: ultimasnoticias.com.ve, 2010-03-23.",Venezuela,always_euph
38,93,93,Descansar en paz,"-Ha sido muy valiente, señor Antonio. Ojalá hubiera más confesiones como la suya. Tantos muertos, que merecen todo nuestro respeto, podrían al fin [PET_BOUNDARY]Descansar en paz[PET_BOUNDARY]. Este silencio ""democrático"" de tantos años da asco, ¿no le parece?",0,Politics,REA (Corpes Siglo XXI),"Becerra, Ángela: El penúltimo sueño. Barcelona: Planeta, 2005",Colombia,sometimes_euph
39,567,567,Buscar nuevos horizontes,"Y ahora que circunstancias completamente ajenas a su voluntad le devolvían la posibilidad de prolongar su vida en Polonia, le invadió el deseo contrario, salir cuanto antes, cambiar de aires, [PET_BOUNDARY]Buscar nuevos horizontes[PET_BOUNDARY]. Sentía agotado su periplo vital y profesional en las tierras del Vístula y la involuntaria continuación le parecía como el falso final de una historia mal contada. Se iba pero no acababa de irse, cuando en la mente y en la realidad de sus relaciones todo llevaba ya varias semanas cerrado. ",1,Employment/Finances,REA (Corpes Siglo XXI),"Rupérez, Javier: El precio de una sombra. Barcelona: Ediciones Destino, 2005",España,sometimes_euph
40,2876,2876,Ocultismo,"La condesa Erzsébet Báthory nació en 1560 en el seno de una de las familias más importantes y poderosas de Transilvania. Su vida fue relativamente normal hasta 1600, año en que murió su marido, con el que había tenido tres hijos. Erzsébet se destacaba por su inteligencia y formación, enorme en comparación con la de otros muchos nobles. Hacia 1600 ya había empezado a interesarse por el [PET_BOUNDARY]Ocultismo[PET_BOUNDARY], pero todavía éste no se había constituido en una práctica peligrosa. La condesa tenía cuarenta años, bastante mayor si se compara con la media de edad de la época, y algo debió de ocurrir en su interior, muy probablemente el miedo a las consecuencias de la pérdida de la juventud y de su gran belleza, unido a lo que se convertirá en un peligroso estado psicótico, que hizo incrementar su vanidad hasta extremos delirantes.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Alborch, Carmen: Malas. Rivalidad y complicidad entre mujeres. Madrid: Aguilar, 2002.",España,always_euph
41,179,179,Salida voluntaria,"Con la [PET_BOUNDARY]Salida voluntaria[PET_BOUNDARY] de Julen Urigüen, Guatemala perdió a su carta ganadora en la Copa del Café y quedó a merced del potencial mostrado por tenistas de diversos países, que el martes eliminaron a la mayoría de compatriotas. En singles, Santiago Centeno se quedó en segunda ronda tras caer 4-6 y 2-6 ante el venezolano Jesús Bandres, quien avanzó a la tercera fase.",1,Employment/Finances,REA (Corpes Siglo XXI),"Suncar, Joel: «Paulina Schippers fue la única guatemalteca que avanzó en dobles, de la Copa del Café de tenis, celebrada en Costa Rica». Diario de Centro América. Guatemala: dca.gob.gt, 2009-01-08",Guatemala,sometimes_euph
42,967,967,Dejar ir,"[PET_BOUNDARY]Dejar ir[PET_BOUNDARY] la mente y saber de una buena vez qué hay más allá de mi miedo, qué hay más allá de la vocecita esa que siempre me detiene",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Escudos, Jacinta: A-b Sudario. Ciudad de Guatemala: Alfaguara, 2003.",El Salvador,sometimes_euph
43,1541,1541,Muerte digna,"¿Cómo paras a pacientes que están pegando gritos, con una disnea bestial, que llevan seis meses con morfina? Nadie intenta acabar con la vida de nadie. Se trata de ofrecer una [PET_BOUNDARY]Muerte digna[PET_BOUNDARY] y que el paciente no sufra.",1,Death,REA (Corpes Siglo XXI),"Zanza, Gonzalo: «El experto en bioética que avaló en 2003 las sedaciones de Leganés volvería a hacerlo». ABC.es. Madrid: abc.es, 2005-03-14.",España,sometimes_euph
44,921,921,Cita a ciegas,"La comedia presenta a los dos actores, José María Peña y José Luis García-Pérez, haciendo de mujeres, 'pero sin travestismos', aclara el director. Digo Digo Teatro, formado en 1997, ha alternado sus producciones con apariciones en televisión en programas como Gente corriente o [PET_BOUNDARY]Cita a ciegas[PET_BOUNDARY]. José Luis García-Pérez trabaja actualmente en el rodaje de la serie Padre Coraje que dirige Benito Zambrano.",0,Employment/Finances,REA (Corpes Siglo XXI),"Molina, Margot: «Digo Digo estrena 'En la boca del lobo', una comedia para entender a la mujer». El País. Madrid: elpais.com, 2001-02-01",España,sometimes_euph
45,2670,2670,Proxeneta,"Las entrevistas dan cuenta también de la presencia de obras y trabajadores zafrales en el territorio, asociadas generalmente al tránsito de numerosos contingentes de mano de obra masculina, constituyendo un espacio donde la explotación aparece en forma circunstancial o temporaria, pero que luego se mantiene en el tiempo, fuera de la zona, exponiendo a las jóvenes a situaciones de trata interna. En este caso el explotador se manifiesta en su doble condición de explotador-perpetrador en la zona y luego de explotador-facilitador-[PET_BOUNDARY]Proxeneta[PET_BOUNDARY] fuera de ella.",0,Employment/Finances,REA (Corpes Siglo XXI),"Purtscher, Luis; Beramendi, Magdalena; Farías, Cecilia (...) [et al.]: Un secreto a voces: Percepciones sobre la explotación sexual comercial en Montevideo oeste. Montevideo: Instituto del Niño y del Adolescente del Uruguay (INAU), 2014-08-04.",Uruguay,sometimes_euph
46,2823,2823,Diferente,"Cuando mi realidad cambió repentinamente y entendí y acepté que tenía cáncer, comprendí que a partir de ese momento empezaba a vivir una vida [PET_BOUNDARY]Diferente[PET_BOUNDARY]. Antes del cáncer, vivía luchando por formar un patrimonio estable para mis hijos; después del cáncer comencé a luchar simplemente para vivir con mis hijos. Mis prioridades antes de saber que tenía cáncer dejaron de estar hasta arriba de mi lista ya que a partir de ese día mi vida entera cambió por completo.",0,Bodily functions/parts,REA (Corpes Siglo XXI),"Prida, Mayte: Una etapa difícil. Cómo el cáncer transformó mi vida. Doral: Aguilar, 2010.",Estados Unidos,sometimes_euph
47,257,257,Persona de color,"Aunque había nacido en Perú, en cualquier otra circunstancia le hubiera parecido delirante asumirse de ascendencia incaica, así como tampoco hubiera dicho de sí misma, antes de llegar a Estados Unidos, que era una [PET_BOUNDARY]Persona de color[PET_BOUNDARY]. Tenía el glamour de ser un animalito en extinción, como si su misterioso ADN fuera una lujosa diadema nacarada y las universidades elite fueran arcas masivas navegando el diluvio de Estados Unidos, llevando heroicas su misión de albergar dos de cada, aunque en rigor Mona se sentía más bien una sirena, mezcla de maravilla y presencia inexplicable cuyo destino real era vivir bajo el agua, flotando junto a los muertos.",1,Physical/Mental Attributes,REA (Corpes Siglo XXI),"Oloixarac, Pola: Mona. Buenos Aires: Penguin Random House, 2019",Argentina,always_euph
